Entidad federativa,Grupo quinquenal de edad,año,Hombres,Mujeres,Total
Estados Unidos Mexicanos,70 a 74 años,"2,000","589,106","656,568","1,245,674"
Estados Unidos Mexicanos,No especificado,"2,000","1,033,675","1,020,126","2,053,801"
Estados Unidos Mexicanos,75 años y más,"2,000","838,181","1,005,671","1,843,852"
Guanajuato,0 a 4 años,"2,000","286,535","278,058","564,593"
Guanajuato,05 a 9 años,"2,000","293,238","288,969","582,207"
Guanajuato,10 a 14 años,"2,000","282,245","277,902","560,147"
Guanajuato,15 a 19 años,"2,000","238,000","263,053","501,053"
Guanajuato,20 a 24 años,"2,000","195,148","240,565","435,713"
Guanajuato,25 a 29 años,"2,000","167,169","204,399","371,568"
Guanajuato,30 a 34 años,"2,000","147,304","174,945","322,249"
Guanajuato,35 a 39 años,"2,000","129,610","151,027","280,637"
Guanajuato,40 a 44 años,"2,000","107,801","121,640","229,441"
Guanajuato,45 a 49 años,"2,000","84,189","93,597","177,786"
Guanajuato,50 a 54 años,"2,000","69,721","76,561","146,282"
Guanajuato,55 a 59 años,"2,000","53,119","58,683","111,802"
Guanajuato,60 a 64 años,"2,000","46,357","52,319","98,676"
Guanajuato,65 a 69 años,"2,000","36,029","40,557","76,586"
Guanajuato,70 a 74 años,"2,000","29,690","32,399","62,089"
Guanajuato,No especificado,"2,000","24,032","24,457","48,489"
Guanajuato,75 años y más,"2,000","43,128","50,586","93,714"
Guerrero,0 a 4 años,"2,000","198,055","193,818","391,873"
Guerrero,05 a 9 años,"2,000","208,037","203,371","411,408"
Guerrero,10 a 14 años,"2,000","199,865","194,748","394,613"
Guerrero,15 a 19 años,"2,000","161,191","172,140","333,331"
Guerrero,20 a 24 años,"2,000","122,169","142,960","265,129"
Guerrero,25 a 29 años,"2,000","99,525","116,128","215,653"
Guerrero,30 a 34 años,"2,000","85,746","100,336","186,082"
Guerrero,35 a 39 años,"2,000","81,594","94,571","176,165"
Guerrero,40 a 44 años,"2,000","67,300","74,741","142,041"
Guerrero,45 a 49 años,"2,000","55,640","61,689","117,329"
Guerrero,50 a 54 años,"2,000","46,272","50,339","96,611"
Guerrero,55 a 59 años,"2,000","36,481","40,427","76,908"
Guerrero,60 a 64 años,"2,000","34,344","38,497","72,841"
Guerrero,65 a 69 años,"2,000","25,200","28,939","54,139"
Guerrero,70 a 74 años,"2,000","20,193","22,014","42,207"
Guerrero,No especificado,"2,000","20,674","20,970","41,644"
Guerrero,75 años y más,"2,000","29,001","32,674","61,675"
Hidalgo,0 a 4 años,"2,000","123,609","119,949","243,558"
Hidalgo,05 a 9 años,"2,000","140,645","137,185","277,830"
Hidalgo,10 a 14 años,"2,000","137,272","134,106","271,378"
Hidalgo,15 a 19 años,"2,000","114,428","120,940","235,368"
Hidalgo,20 a 24 años,"2,000","88,949","106,822","195,771"
Hidalgo,25 a 29 años,"2,000","78,718","94,242","172,960"
Hidalgo,30 a 34 años,"2,000","71,301","84,050","155,351"
Hidalgo,35 a 39 años,"2,000","66,909","76,538","143,447"
Hidalgo,40 a 44 años,"2,000","56,602","61,250","117,852"
Hidalgo,45 a 49 años,"2,000","46,488","48,821","95,309"
Hidalgo,50 a 54 años,"2,000","38,145","39,621","77,766"
Hidalgo,55 a 59 años,"2,000","29,879","30,929","60,808"
Hidalgo,60 a 64 años,"2,000","24,910","26,809","51,719"
Hidalgo,65 a 69 años,"2,000","19,103","21,016","40,119"
Hidalgo,70 a 74 años,"2,000","14,494","15,946","30,440"
Hidalgo,No especificado,"2,000","8,970","9,095","18,065"
Hidalgo,75 años y más,"2,000","21,571","26,279","47,850"
Jalisco,0 a 4 años,"2,000","357,599","345,673","703,272"
Jalisco,05 a 9 años,"2,000","365,438","354,832","720,270"
Jalisco,10 a 14 años,"2,000","358,780","350,033","708,813"
Jalisco,15 a 19 años,"2,000","331,655","341,915","673,570"
Jalisco,20 a 24 años,"2,000","276,164","313,542","589,706"
Jalisco,25 a 29 años,"2,000","248,483","280,711","529,194"
Jalisco,30 a 34 años,"2,000","211,880","241,306","453,186"
Jalisco,35 a 39 años,"2,000","186,637","211,101","397,738"
Jalisco,40 a 44 años,"2,000","158,651","176,002","334,653"
Jalisco,45 a 49 años,"2,000","125,130","139,047","264,177"
Jalisco,50 a 54 años,"2,000","107,972","117,003","224,975"
Jalisco,55 a 59 años,"2,000","81,869","87,910","169,779"
Jalisco,60 a 64 años,"2,000","66,144","74,485","140,629"
Jalisco,65 a 69 años,"2,000","50,693","57,382","108,075"
Jalisco,70 a 74 años,"2,000","39,184","44,998","84,182"
Jalisco,No especificado,"2,000","38,986","38,264","77,250"
Jalisco,75 años y más,"2,000","64,976","77,557","142,533"
México,0 a 4 años,"2,000","693,821","672,499","1,366,320"
México,05 a 9 años,"2,000","731,860","715,187","1,447,047"
México,10 a 14 años,"2,000","689,319","674,235","1,363,554"
México,15 a 19 años,"2,000","645,046","662,931","1,307,977"
México,20 a 24 años,"2,000","600,382","650,518","1,250,900"
México,25 a 29 años,"2,000","548,872","605,169","1,154,041"
México,30 a 34 años,"2,000","480,221","528,087","1,008,308"
México,35 a 39 años,"2,000","420,989","462,183","883,172"
México,40 a 44 años,"2,000","341,811","365,177","706,988"
México,45 a 49 años,"2,000","259,150","275,933","535,083"
México,50 a 54 años,"2,000","206,575","216,412","422,987"
México,55 a 59 años,"2,000","147,106","156,649","303,755"
México,60 a 64 años,"2,000","114,932","127,608","242,540"
México,65 a 69 años,"2,000","82,133","96,026","178,159"
México,70 a 74 años,"2,000","56,031","67,077","123,108"
México,No especificado,"2,000","316,863","315,987","632,850"
México,75 años y más,"2,000","72,102","97,795","169,897"
Michoacán de Ocampo,0 a 4 años,"2,000","229,097","224,242","453,339"
Michoacán de Ocampo,05 a 9 años,"2,000","248,571","243,882","492,453"
Michoacán de Ocampo,10 a 14 años,"2,000","251,262","247,054","498,316"
Michoacán de Ocampo,15 a 19 años,"2,000","207,543","228,500","436,043"
Michoacán de Ocampo,20 a 24 años,"2,000","159,888","197,969","357,857"
Michoacán de Ocampo,25 a 29 años,"2,000","132,374","161,725","294,099"
Michoacán de Ocampo,30 a 34 años,"2,000","115,836","139,956","255,792"
Michoacán de Ocampo,35 a 39 años,"2,000","107,652","125,804","233,456"
Michoacán de Ocampo,40 a 44 años,"2,000","92,879","103,549","196,428"
Michoacán de Ocampo,45 a 49 años,"2,000","73,326","80,941","154,267"
Michoacán de Ocampo,50 a 54 años,"2,000","63,146","69,347","132,493"
Michoacán de Ocampo,55 a 59 años,"2,000","48,464","53,862","102,326"
Michoacán de Ocampo,60 a 64 años,"2,000","44,526","49,972","94,498"
Michoacán de Ocampo,65 a 69 años,"2,000","35,293","39,884","75,177"
Michoacán de Ocampo,70 a 74 años,"2,000","29,772","31,867","61,639"
Michoacán de Ocampo,No especificado,"2,000","26,425","26,546","52,971"
Michoacán de Ocampo,75 años y más,"2,000","45,024","49,489","94,513"
Morelos,0 a 4 años,"2,000","81,500","79,401","160,901"
Morelos,05 a 9 años,"2,000","87,866","85,723","173,589"
Morelos,10 a 14 años,"2,000","84,615","81,387","166,002"
Morelos,15 a 19 años,"2,000","76,095","80,449","156,544"
Morelos,20 a 24 años,"2,000","63,439","74,549","137,988"
Morelos,25 a 29 años,"2,000","56,284","66,905","123,189"
Morelos,30 a 34 años,"2,000","50,137","59,037","109,174"
Morelos,35 a 39 años,"2,000","46,951","54,006","100,957"
Morelos,40 a 44 años,"2,000","40,113","44,666","84,779"
Morelos,45 a 49 años,"2,000","32,002","34,774","66,776"
Morelos,50 a 54 años,"2,000","26,075","27,891","53,966"
Morelos,55 a 59 años,"2,000","19,884","21,929","41,813"
Morelos,60 a 64 años,"2,000","16,989","19,306","36,295"
Morelos,65 a 69 años,"2,000","14,059","16,209","30,268"
Morelos,70 a 74 años,"2,000","10,422","11,611","22,033"
Morelos,No especificado,"2,000","29,803","29,700","59,503"
Morelos,75 años y más,"2,000","14,565","16,954","31,519"
Nayarit,0 a 4 años,"2,000","51,107","49,181","100,288"
Nayarit,05 a 9 años,"2,000","54,727","52,850","107,577"
Nayarit,10 a 14 años,"2,000","54,737","52,917","107,654"
Nayarit,15 a 19 años,"2,000","49,021","48,845","97,866"
Nayarit,20 a 24 años,"2,000","38,786","42,780","81,566"
Nayarit,25 a 29 años,"2,000","34,447","37,567","72,014"
Nayarit,30 a 34 años,"2,000","29,734","32,538","62,272"
Nayarit,35 a 39 años,"2,000","27,608","29,806","57,414"
Nayarit,40 a 44 años,"2,000","24,008","25,586","49,594"
Nayarit,45 a 49 años,"2,000","19,711","20,493","40,204"
Nayarit,50 a 54 años,"2,000","16,820","16,700","33,520"
Nayarit,55 a 59 años,"2,000","13,924","13,660","27,584"
Nayarit,60 a 64 años,"2,000","11,964","11,782","23,746"
Nayarit,65 a 69 años,"2,000","9,317","9,170","18,487"
Nayarit,70 a 74 años,"2,000","6,913","6,643","13,556"
Nayarit,No especificado,"2,000","2,464","2,170","4,634"
Nayarit,75 años y más,"2,000","10,817","11,392","22,209"
Nuevo León,0 a 4 años,"2,000","201,948","194,615","396,563"
Nuevo León,05 a 9 años,"2,000","196,456","189,315","385,771"
Nuevo León,10 a 14 años,"2,000","180,250","174,944","355,194"
Nuevo León,15 a 19 años,"2,000","187,079","186,728","373,807"
Nuevo León,20 a 24 años,"2,000","195,585","195,650","391,235"
Nuevo León,25 a 29 años,"2,000","183,270","185,865","369,135"
Nuevo León,30 a 34 años,"2,000","158,942","163,630","322,572"
Nuevo León,35 a 39 años,"2,000","134,659","137,541","272,200"
Nuevo León,40 a 44 años,"2,000","110,097","114,233","224,330"
Nuevo León,45 a 49 años,"2,000","82,616","86,064","168,680"
Nuevo León,50 a 54 años,"2,000","70,886","73,613","144,499"
Nuevo León,55 a 59 años,"2,000","53,878","55,851","109,729"
Nuevo León,60 a 64 años,"2,000","44,938","47,688","92,626"
Nuevo León,65 a 69 años,"2,000","31,411","34,464","65,875"
Nuevo León,70 a 74 años,"2,000","22,607","26,004","48,611"
Nuevo León,No especificado,"2,000","23,171","22,382","45,553"
Nuevo León,75 años y más,"2,000","30,146","37,615","67,761"
Oaxaca,0 a 4 años,"2,000","200,413","195,580","395,993"
Oaxaca,05 a 9 años,"2,000","230,819","227,688","458,507"
Oaxaca,10 a 14 años,"2,000","224,737","219,137","443,874"
Oaxaca,15 a 19 años,"2,000","177,322","187,554","364,876"
Oaxaca,20 a 24 años,"2,000","130,967","157,068","288,035"
Oaxaca,25 a 29 años,"2,000","109,330","130,327","239,657"
Oaxaca,30 a 34 años,"2,000","98,179","115,660","213,839"
Oaxaca,35 a 39 años,"2,000","92,160","106,971","199,131"
Oaxaca,40 a 44 años,"2,000","78,342","88,845","167,187"
Oaxaca,45 a 49 años,"2,000","65,800","74,077","139,877"
Oaxaca,50 a 54 años,"2,000","55,337","61,662","116,999"
Oaxaca,55 a 59 años,"2,000","45,487","51,319","96,806"
Oaxaca,60 a 64 años,"2,000","42,185","46,911","89,096"
Oaxaca,65 a 69 años,"2,000","32,165","36,636","68,801"
Oaxaca,70 a 74 años,"2,000","25,100","26,915","52,015"
Oaxaca,No especificado,"2,000","11,582","12,087","23,669"
Oaxaca,75 años y más,"2,000","37,481","42,922","80,403"
Puebla,0 a 4 años,"2,000","293,332","285,309","578,641"
Puebla,05 a 9 años,"2,000","314,710","309,207","623,917"
Puebla,10 a 14 años,"2,000","303,571","296,881","600,452"
Puebla,15 a 19 años,"2,000","258,724","273,472","532,196"
Puebla,20 a 24 años,"2,000","214,250","246,715","460,965"
Puebla,25 a 29 años,"2,000","178,237","206,089","384,326"
Puebla,30 a 34 años,"2,000","153,434","179,212","332,646"
Puebla,35 a 39 años,"2,000","138,467","159,226","297,693"
Puebla,40 a 44 años,"2,000","114,420","129,158","243,578"
Puebla,45 a 49 años,"2,000","92,631","104,869","197,500"
Puebla,50 a 54 años,"2,000","76,667","85,995","162,662"
Puebla,55 a 59 años,"2,000","59,810","67,829","127,639"
Puebla,60 a 64 años,"2,000","51,913","60,083","111,996"
Puebla,65 a 69 años,"2,000","40,477","49,015","89,492"
Puebla,70 a 74 años,"2,000","31,233","36,118","67,351"
Puebla,No especificado,"2,000","80,281","80,402","160,683"
Puebla,75 años y más,"2,000","46,644","58,305","104,949"
Querétaro,0 a 4 años,"2,000","83,110","80,471","163,581"
Querétaro,05 a 9 años,"2,000","87,912","86,639","174,551"
Querétaro,10 a 14 años,"2,000","82,482","81,592","164,074"
Querétaro,15 a 19 años,"2,000","73,825","79,081","152,906"
Querétaro,20 a 24 años,"2,000","63,403","73,496","136,899"
Querétaro,25 a 29 años,"2,000","55,547","63,552","119,099"
Querétaro,30 a 34 años,"2,000","48,193","55,529","103,722"
Querétaro,35 a 39 años,"2,000","43,023","47,248","90,271"
Querétaro,40 a 44 años,"2,000","34,784","37,303","72,087"
Querétaro,45 a 49 años,"2,000","26,143","27,635","53,778"
Querétaro,50 a 54 años,"2,000","20,337","21,388","41,725"
Querétaro,55 a 59 años,"2,000","15,160","16,242","31,402"
Querétaro,60 a 64 años,"2,000","12,175","13,632","25,807"
Querétaro,65 a 69 años,"2,000","9,247","10,477","19,724"
Querétaro,70 a 74 años,"2,000","7,071","7,998","15,069"
Querétaro,No especificado,"2,000","8,343","8,294","16,637"
Querétaro,75 años y más,"2,000","10,211","12,763","22,974"
Quintana Roo,0 a 4 años,"2,000","54,075","51,500","105,575"
Quintana Roo,05 a 9 años,"2,000","53,180","51,901","105,081"
Quintana Roo,10 a 14 años,"2,000","46,119","44,529","90,648"
Quintana Roo,15 a 19 años,"2,000","45,249","43,621","88,870"
Quintana Roo,20 a 24 años,"2,000","47,989","46,763","94,752"
Quintana Roo,25 a 29 años,"2,000","45,804","44,946","90,750"
Quintana Roo,30 a 34 años,"2,000","39,932","37,802","77,734"
Quintana Roo,35 a 39 años,"2,000","31,674","29,742","61,416"
Quintana Roo,40 a 44 años,"2,000","22,769","20,872","43,641"
Quintana Roo,45 a 49 años,"2,000","16,553","14,920","31,473"
Quintana Roo,50 a 54 años,"2,000","12,359","10,810","23,169"
Quintana Roo,55 a 59 años,"2,000","8,164","7,334","15,498"
Quintana Roo,60 a 64 años,"2,000","6,274","5,721","11,995"
Quintana Roo,65 a 69 años,"2,000","4,015","3,846","7,861"
Quintana Roo,70 a 74 años,"2,000","2,819","2,407","5,226"
Quintana Roo,No especificado,"2,000","7,306","6,640","13,946"
Quintana Roo,75 años y más,"2,000","4,027","3,301","7,328"
San Luis Potosí,0 a 4 años,"2,000","135,872","132,892","268,764"
San Luis Potosí,05 a 9 años,"2,000","147,015","143,489","290,504"
San Luis Potosí,10 a 14 años,"2,000","140,526","137,141","277,667"
San Luis Potosí,15 a 19 años,"2,000","117,718","123,585","241,303"
San Luis Potosí,20 a 24 años,"2,000","92,557","106,434","198,991"
San Luis Potosí,25 a 29 años,"2,000","80,316","93,226","173,542"
San Luis Potosí,30 a 34 años,"2,000","72,232","83,164","155,396"
San Luis Potosí,35 a 39 años,"2,000","65,768","73,660","139,428"
San Luis Potosí,40 a 44 años,"2,000","55,132","59,890","115,022"
San Luis Potosí,45 a 49 años,"2,000","44,117","47,217","91,334"
San Luis Potosí,50 a 54 años,"2,000","37,879","40,199","78,078"
San Luis Potosí,55 a 59 años,"2,000","30,541","31,865","62,406"
San Luis Potosí,60 a 64 años,"2,000","27,835","29,822","57,657"
San Luis Potosí,65 a 69 años,"2,000","21,643","22,458","44,101"
San Luis Potosí,70 a 74 años,"2,000","17,027","17,354","34,381"
San Luis Potosí,No especificado,"2,000","10,246","9,811","20,057"
San Luis Potosí,75 años y más,"2,000","24,413","26,316","50,729"
Sinaloa,0 a 4 años,"2,000","142,796","137,430","280,226"
Sinaloa,05 a 9 años,"2,000","148,806","144,559","293,365"
Sinaloa,10 a 14 años,"2,000","144,221","138,559","282,780"
Sinaloa,15 a 19 años,"2,000","134,696","132,722","267,418"
Sinaloa,20 a 24 años,"2,000","118,951","121,993","240,944"
Sinaloa,25 a 29 años,"2,000","102,847","109,032","211,879"
Sinaloa,30 a 34 años,"2,000","88,252","94,489","182,741"
Sinaloa,35 a 39 años,"2,000","79,430","85,798","165,228"
Sinaloa,40 a 44 años,"2,000","68,165","72,092","140,257"
Sinaloa,45 a 49 años,"2,000","53,727","55,157","108,884"
Sinaloa,50 a 54 años,"2,000","45,766","45,256","91,022"
Sinaloa,55 a 59 años,"2,000","36,751","35,447","72,198"
Sinaloa,60 a 64 años,"2,000","30,717","29,822","60,539"
Sinaloa,65 a 69 años,"2,000","21,897","21,863","43,760"
Sinaloa,70 a 74 años,"2,000","16,165","15,915","32,080"
Sinaloa,No especificado,"2,000","8,139","7,181","15,320"
Sinaloa,75 años y más,"2,000","22,817","25,386","48,203"
Sonora,0 a 4 años,"2,000","124,895","119,724","244,619"
Sonora,05 a 9 años,"2,000","125,302","121,192","246,494"
Sonora,10 a 14 años,"2,000","115,733","112,322","228,055"
Sonora,15 a 19 años,"2,000","110,432","108,098","218,530"
Sonora,20 a 24 años,"2,000","104,754","105,884","210,638"
Sonora,25 a 29 años,"2,000","96,583","98,805","195,388"
Sonora,30 a 34 años,"2,000","84,967","87,815","172,782"
Sonora,35 a 39 años,"2,000","76,116","78,400","154,516"
Sonora,40 a 44 años,"2,000","65,236","66,015","131,251"
Sonora,45 a 49 años,"2,000","49,469","49,765","99,234"
Sonora,50 a 54 años,"2,000","40,221","39,816","80,037"
Sonora,55 a 59 años,"2,000","30,932","30,815","61,747"
Sonora,60 a 64 años,"2,000","26,211","26,404","52,615"
Sonora,65 a 69 años,"2,000","19,465","19,525","38,990"
Sonora,70 a 74 años,"2,000","13,992","14,089","28,081"
Sonora,No especificado,"2,000","8,243","7,490","15,733"
Sonora,75 años y más,"2,000","18,039","20,220","38,259"
Tabasco,0 a 4 años,"2,000","108,402","105,385","213,787"
Tabasco,05 a 9 años,"2,000","115,198","113,633","228,831"
Tabasco,10 a 14 años,"2,000","115,487","113,151","228,638"
Tabasco,15 a 19 años,"2,000","103,712","109,019","212,731"
Tabasco,20 a 24 años,"2,000","88,414","99,190","187,604"
Tabasco,25 a 29 años,"2,000","75,114","84,697","159,811"
Tabasco,30 a 34 años,"2,000","66,120","70,951","137,071"
Tabasco,35 a 39 años,"2,000","62,556","64,835","127,391"
Tabasco,40 a 44 años,"2,000","48,328","48,676","97,004"
Tabasco,45 a 49 años,"2,000","38,312","37,756","76,068"
Tabasco,50 a 54 años,"2,000","28,725","27,765","56,490"
Tabasco,55 a 59 años,"2,000","21,172","21,167","42,339"
Tabasco,60 a 64 años,"2,000","18,246","18,098","36,344"
Tabasco,65 a 69 años,"2,000","13,283","13,571","26,854"
Tabasco,70 a 74 años,"2,000","9,894","9,058","18,952"
Tabasco,No especificado,"2,000","7,195","6,481","13,676"
Tabasco,75 años y más,"2,000","14,357","13,881","28,238"
Tamaulipas,0 a 4 años,"2,000","151,229","145,085","296,314"
Tamaulipas,05 a 9 años,"2,000","149,746","145,001","294,747"
Tamaulipas,10 a 14 años,"2,000","137,462","132,652","270,114"
Tamaulipas,15 a 19 años,"2,000","134,951","136,460","271,411"
Tamaulipas,20 a 24 años,"2,000","132,737","139,555","272,292"
Tamaulipas,25 a 29 años,"2,000","122,317","130,197","252,514"
Tamaulipas,30 a 34 años,"2,000","108,057","114,623","222,680"
Tamaulipas,35 a 39 años,"2,000","93,099","97,807","190,906"
